treat,heat,id,time,t_water,t_air,posture,urine,mass_initial,mass_final,svl,population,feed,Snout,Eye,Head,Dorsum,Leg,Foot,Tail,jump,heat2
Thigmothermy,Heating,AY18,20,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,0.3,0,0,0,0,5.8,0,,1
Heliothermy,Heating,PTB,0,18.8,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,0,0,0,0,0,,0,,1
Thigmothermy,Heating,EV8,20,35.3,19.2,0.5,1,9.5652,9.2853,76.37,Evora,1,0.5,0.3,0.2,0.1,0.7,2.5,0.1,,1
Thigmothermy,Heating,PT18,20,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,0.2,0,0,0,0.1,2.8,0.1,,1
Thigmothermy,Heating,AY19,20,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,0.4,,,0,0.4,3.5,0.1,,1
Thigmothermy,Heating,AY21,20,34.9,19.2,0,0,7.5546,7.5448,64.65,Ayamonte,1,0.3,0.2,,0.1,0.3,4.3,0.1,,1
Thigmothermy,Heating,PTA,20,35.1,19.1,0,0,7.4231,7.4134,68.14,Portimao,2,0.6,0.4,0.1,0,0.7,4.3,0.1,,1
Thigmothermy,Heating,TV14,20,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,1,0.2,0,0,0.4,3.1,0.2,,1
Thigmothermy,Heating,EV19,20,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,1.3,0.2,0.1,0.2,0.8,3.3,0.2,,1
Thigmothermy,Heating,PT14,20,34.9,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,0.4,,0.2,0.2,0.8,4.6,0.2,,1
Thigmothermy,Cooling,EV12,40,19,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-0.8,-0.8,-0.5,-0.1,-0.8,-5.8,-0.6,,2
Thigmothermy,Cooling,PTB,60,19.5,19.6,0.5,0,11.7068,11.6489,78.17,Portimao,1,-3.3,-0.1,-0.5,-0.1,-1.1,-9.5,-0.7,,2
Thigmothermy,Heating,TV2,20,34.9,19.3,0,0,12.0906,12.0754,80.09,Torres Vedras,2,0.5,0.2,0.1,0.1,0.3,6.3,0.2,,1
Thigmothermy,Cooling,AY18,40,18.3,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,-0.7,0.1,0.4,-0.1,0,0,-0.2,,2
Thigmothermy,Heating,TV16,20,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,0.9,0.3,0,0.2,0.5,1.1,0.3,,1
Thigmothermy,Heating,AY6,20,35.3,18.9,0,0,6.9866,6.9767,58.2,Ayamonte,1,1.1,0.3,0.1,0,0.4,3.4,0.3,,1
Thigmothermy,Heating,TV13,20,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,1.3,0.4,0.1,0,0.8,4.8,0.3,,1
Thigmothermy,Cooling,EV12,60,19,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-1.2,-1.3,-0.4,-0.2,-0.3,-6.6,-0.8,,2
Thigmothermy,Heating,EV12,20,34.9,19,1,1,9.6202,9.6072,64.66,Evora,2,0.6,0,0,0,0.5,6.3,0.3,1,1
Thigmothermy,Heating,TV10,80,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,5.8,2,2.5,2.2,5.5,7.9,4.5,,1
Thigmothermy,Heating,PTB,20,35.4,19.3,0,0,11.7068,11.6489,78.17,Portimao,1,0.9,,0.2,0.1,0.6,4.5,0.4,,1
Thigmothermy,Heating,AY7,20,35.2,19.6,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,0.2,0,0.6,0.3,0.7,6.3,0.4,,1
Thigmothermy,Cooling,TV2,40,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-2,-0.3,-0.5,-0.2,-1.2,-4.2,-0.1,,2
Thigmothermy,Cooling,PT18,40,19.2,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,-1.6,-0.2,-0.1,-0.2,-1.1,-2.2,-0.2,,2
Thigmothermy,Cooling,EV8,40,19.2,19.1,1,1,9.5652,9.2853,76.37,Evora,1,0,-0.7,-0.2,-0.2,-1.3,-6.4,-0.8,1,2
Thigmothermy,Heating,TV10,20,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,2.5,0.1,0.1,0,1.2,3.4,0.6,,1
Thigmothermy,Cooling,AY19,40,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.9,-2.6,-0.7,-0.3,-2,-7.5,-1,,2
Thigmothermy,Cooling,AY6,40,19.1,19.1,0.5,0,6.9866,6.9767,58.2,Ayamonte,1,-1.1,-0.8,0,-0.3,-1.3,-2.6,-0.4,,2
Thigmothermy,Cooling,PT1,40,18.4,18.5,0.5,1,10.9363,10.8508,77.16,Portimao,2,-1.4,-0.6,-0.3,-0.3,-0.9,-6.5,-1,,2
Thigmothermy,Cooling,TV14,40,18.6,19.1,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-2.5,-1,-0.5,-0.3,-1.6,-8.3,-0.6,,2
Thigmothermy,Cooling,AY21,40,19.2,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-2.1,-0.6,-0.8,-0.4,-2.8,-6.7,-0.7,,2
Thigmothermy,Cooling,PT18,60,19.1,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,-1.8,0.2,0.2,-0.4,-1.1,-3.4,-0.6,,2
Thigmothermy,Cooling,EV1,40,19.1,18.9,0,0,6.5996,6.5846,55.21,Evora,1,-1.5,0.2,0.1,-0.4,-1.4,-5.2,-1,,2
Thigmothermy,Cooling,EV8,60,19.2,19.1,1,1,9.5652,9.2853,76.37,Evora,1,-0.3,-0.9,-0.5,-0.4,-1.7,-7.5,-1.5,,2
Thigmothermy,Cooling,EV19,40,18.9,19.6,0,0,11.6478,11.6269,82.07,Evora,2,-2.4,-1.4,-0.7,-0.4,-1.6,-5.8,-0.8,,2
Thigmothermy,Cooling,PTA,40,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-1.4,-0.3,-0.7,-0.5,-1.3,-6.5,-0.6,,2
Thigmothermy,Cooling,TV2,60,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-2.4,-0.4,-0.9,-0.5,-1.6,-7.5,-0.2,,2
Thigmothermy,Cooling,TV13,40,18.7,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,-3.5,-1,-0.5,-0.5,-0.9,-10.1,-0.9,,2
Thigmothermy,Cooling,TV16,40,19.1,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-1.2,-0.6,-0.3,-0.6,-1.2,-5.2,-1,,2
Thigmothermy,Cooling,PT14,40,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-1.2,-0.5,-0.1,-0.6,-1.4,-1.1,-1.3,,2
Thigmothermy,Cooling,TV10,40,19.4,19.3,0.5,0,6.4739,6.4549,68.33,Torres Vedras,1,-1.9,-1.5,-0.9,-0.6,-2.1,-0.7,-1.7,,2
Thigmothermy,Cooling,EV17,40,18.3,18.1,1,0,10.4821,10.4698,73.58,Evora,2,-2.2,-0.8,-0.7,-0.6,-1.4,-8,-0.4,1,2
Thigmothermy,Cooling,PT1,60,18.4,18.5,0.5,1,10.9363,10.8508,77.16,Portimao,2,-1.9,-0.9,-0.7,-0.6,-1.3,-7.1,-1.6,,2
Thigmothermy,Cooling,AY7,40,19.4,19.3,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,,-0.4,-0.7,-0.7,-1.7,-4.3,-1.8,,2
Thigmothermy,Heating,EV8,80,35.2,19.2,0,1,9.5652,9.2853,76.37,Evora,1,1.1,0.8,1.2,1.4,2.9,7.9,1.6,,1
Thigmothermy,Cooling,AY19,60,19.3,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-2.3,-1,-1,-0.8,-2.5,-8.3,-1.6,,2
Heliothermy,Heating,AY7,20,18.7,18.5,0,0,7.4611,7.4547,58.2,Ayamonte,1,2.1,2.3,1.6,1.5,1.4,0.8,1.2,,1
Thigmothermy,Heating,PT14,140,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,4.3,2.9,3.3,2.5,4.4,8,5.4,1,1
Thigmothermy,Cooling,AY21,60,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-2.4,-0.9,-1.1,-0.8,-4,-7.8,-1.3,,2
Thigmothermy,Heating,PT1,120,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,4.8,2.3,2,2.3,2.9,8.1,4,,1
Thigmothermy,Cooling,AY6,60,19.2,19.1,0.5,0,6.9866,6.9767,58.2,Ayamonte,1,-1.4,-0.3,-0.2,-0.8,-2.1,-3.1,-1.1,,2
Thigmothermy,Heating,EV17,100,35.2,18.3,0,0,10.4821,10.4698,73.58,Evora,2,4.7,2.3,2.3,2.7,4.4,8.2,2.8,,1
Thigmothermy,Cooling,EV19,60,0,19.7,0,0,11.6478,11.6269,82.07,Evora,2,-2.5,-1.6,-1.1,-0.8,-2.5,-6.9,-1.3,,2
Thigmothermy,Heating,TV14,80,35.1,18.7,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,4.6,1.9,2.2,1.6,3.7,8.3,1.9,,1
Thigmothermy,Heating,AY18,80,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,1,1.1,1.6,1.3,0.8,8.3,0.6,,1
Thigmothermy,Heating,PT18,100,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,1.7,0.7,1.2,1.2,2.8,8.3,2.2,,1
Thigmothermy,Cooling,PTA,60,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-1.7,-0.7,-1.1,-0.9,-1.8,-8,-1.1,,2
Thigmothermy,Heating,AY7,540,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,6.4,6.7,8,8.9,9.9,11.1,,1,1
Heliothermy,Heating,EV19,20,18.6,18.2,0,0,11.6157,11.6083,82.07,Evora,2,2.7,2.7,2.3,1.7,1.3,1,1.5,,1
Heliothermy,Heating,AY18,20,18.6,18.5,0,0,7.2041,7.202,64.5,Ayamonte,1,1.5,2.1,1.9,2,1.9,1.2,1.5,,1
Thigmothermy,Heating,AY6,520,35.3,19.1,0,0,6.9866,6.9767,58.2,Ayamonte,1,8.6,8.5,10.2,10.6,11.3,,,,1
Thigmothermy,Heating,AY6,120,35.2,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,3.8,3.3,3.3,3.5,4.4,8.3,6,,1
Thigmothermy,Cooling,PT14,60,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-1.6,-0.4,-0.3,-0.9,-1.8,-1.8,-2,,2
Heliothermy,Heating,PT14,20,19,19,0,0,7.78,7.763,70.07,Portimao,3,1.5,1.4,1.8,2.7,0.6,0.6,1.6,,1
Heliothermy,Heating,PT1,20,18.3,18.3,0,0,11.5596,11.5235,77.16,Portimao,1,2,2,2,2.1,1.3,0.9,1.6,,1
Thigmothermy,Cooling,AY7,60,19.4,19.3,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,-0.6,-0.9,-1.4,-0.9,-2.2,-4.3,-2.4,,2
Thigmothermy,Heating,PT14,120,35,19.1,1,1,7.9894,7.9154,70.07,Portimao,2,3.8,1.9,2.6,2.2,3.4,8.5,4.2,,1
Thigmothermy,Cooling,AY18,60,18.3,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,-1.3,-0.5,-0.3,-0.9,-0.3,-1,-0.8,,2
Heliothermy,Heating,PTB,20,18.7,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,2.6,2.4,1.8,1.8,2,,1.6,,1
Heliothermy,Heating,EV12,20,18.5,18.3,0.5,1,9.6967,9.6624,64.66,Evora,1,2.5,2,2.4,2,1.5,1,1.7,,1
Heliothermy,Heating,EV1,20,18.8,18.9,0.5,0,6.6861,6.6577,55.21,Evora,1,3.1,2.2,2.3,2.3,1.4,1.1,1.7,,1
Heliothermy,Heating,TV14,20,18.4,18.5,0.5,0,7.918,7.905,68.75,Torres Vedras,1,2.8,1.6,1.8,1.6,1.2,1.8,1.7,,1
Heliothermy,Heating,EV8,20,18.8,18.7,0.5,1,9.4573,9.3479,76.37,Evora,3,2,2.2,2.6,2.7,1.8,1.8,1.7,,1
Heliothermy,Heating,AY19,20,19,18.8,0,1,10.7872,10.7318,77.85,Ayamonte,3,1.8,0.8,0.6,2.6,1.7,1.9,1.7,,1
Thigmothermy,Cooling,TV10,60,19.4,19.3,0.5,0,6.4739,6.4549,68.33,Torres Vedras,1,-2.2,-2,-1.2,-1,-2.3,-2.8,-2.7,,2
Thigmothermy,Heating,PT14,80,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,2.4,0.9,1.4,1.2,2.7,8.6,1.9,,1
Heliothermy,Heating,TV13,20,18.7,19.1,0,0,6.3713,6.366,72.67,Torres Vedras,1,2.8,2.6,2.7,2.3,2.3,2.5,1.8,,1
Thigmothermy,Cooling,EV17,60,18.3,18.1,0,0,10.4821,10.4698,73.58,Evora,2,-2.1,-1.2,-1.1,-1,-2.6,-9.5,-1,,2
Thigmothermy,Cooling,TV16,60,19.1,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-2.5,-1.4,-0.9,-1.1,-1.8,-6.4,-1.8,,2
Thigmothermy,Heating,AY18,100,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,1.3,1.7,2.3,1.9,1.5,8.6,1.1,,1
Thigmothermy,Heating,PT14,100,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,3.3,1.2,1.9,1.7,2.9,8.6,3.3,,1
Heliothermy,Heating,TV16,20,18.9,18.5,0,0,6.6971,6.6916,64.02,Torres Vedras,1,1.1,1.4,1.5,1.5,1.3,0.6,1.9,,1
Thigmothermy,Cooling,EV1,60,19.1,18.9,0,0,6.5996,6.5846,55.21,Evora,1,-2.3,-0.9,-0.6,-1.1,-2.1,-6,-1.9,,2
Thigmothermy,Heating,PT1,140,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,5.5,2.8,2.8,3,3.6,8.6,4.9,,1
Thigmothermy,Heating,EV8,100,35.3,19.2,0,1,9.5652,9.2853,76.37,Evora,1,1.2,0.9,1.6,1.9,3.6,8.7,2.1,,1
Heliothermy,Heating,AY21,20,19.3,18.9,0,1,7.657,7.6124,64.65,Ayamonte,3,1.2,1.6,1.3,2.9,1.6,1.1,2,,1
Heliothermy,Heating,PT18,20,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,1.4,1.6,1.6,2.2,3,1.3,2,,1
Thigmothermy,Heating,TV10,100,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,6.5,3,3.5,3,6.6,8.7,5.4,,1
Thigmothermy,Heating,PT14,160,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,4.2,2.7,3.5,3.2,4.3,8.8,4.5,1,1
Thigmothermy,Cooling,TV13,60,18.7,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,-5.4,-1.5,-1.3,-1.3,-1.4,-10.9,-1.8,,2
Heliothermy,Heating,AY7,40,18.7,18.5,0,0,7.4611,7.4547,58.2,Ayamonte,1,3.7,4,2.9,2.8,2.6,1.6,2.1,,1
Heliothermy,Heating,PTA,20,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,1.1,2.8,1.8,2.3,2.5,1.7,2.1,,1
Thigmothermy,Heating,AY18,120,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,1.7,1.9,2.8,2.5,2.1,8.8,1.3,,1
Thigmothermy,Heating,AY18,140,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,2.3,2.6,3.3,3.2,2.8,8.8,1.4,,1
Thigmothermy,Heating,PT18,120,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,1.9,1,1.6,1.6,3.4,8.8,2.8,,1
Thigmothermy,Heating,AY6,140,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,4,4,4,4.3,5.2,8.8,6.8,,1
Thigmothermy,Heating,AY19,80,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,3.1,0.8,0.8,1,3.3,8.9,1.1,,1
Thigmothermy,Heating,AY18,160,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,2.7,2.8,3.9,3.7,3.3,9,1.8,,1
Thigmothermy,Heating,PT14,180,34.9,19.1,0,1,7.9894,7.9154,70.07,Portimao,2,4.4,3.5,3.8,3.4,5.4,9,5.3,,1
Heliothermy,Heating,TV2,20,18.8,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,1.3,1.6,1.3,2,1.5,1.7,2.3,,1
Thigmothermy,Heating,TV14,100,35.1,18.7,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,5.4,2.8,3.2,2.5,4.8,9,2.6,,1
Heliothermy,Heating,AY18,40,18.7,18.5,0,0,7.2041,7.202,64.5,Ayamonte,1,1.8,3.1,2.6,3.8,3.3,,2.3,1,1
Heliothermy,Heating,EV17,20,18.8,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,1.3,1.9,1.7,2.1,2,1.8,2.4,,1
Thigmothermy,Heating,EV17,120,35.1,18.3,0,0,10.4821,10.4698,73.58,Evora,2,5.3,2.9,3.1,3.5,5.3,9,3.6,,1
Thigmothermy,Heating,AY6,160,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,4.6,4.4,4.7,5,5.8,9.1,7.6,,1
Thigmothermy,Heating,PT1,160,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,6.6,3.4,3.2,3.5,4.2,9.1,5.4,,1
Thigmothermy,Heating,PT18,140,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,2.2,1.2,2,2.1,4,9.1,3.3,,1
Heliothermy,Heating,TV10,20,18.6,18.8,0,0,6.3937,6.3826,68.33,Torres Vedras,3,1.1,1.2,1.9,2.4,2.7,2,2.5,,1
Thigmothermy,Heating,TV10,120,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,7.2,3.8,4.2,3.7,7.3,9.1,6.2,,1
Thigmothermy,Heating,EV1,80,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,1.1,1,1.2,1.2,2.8,9.2,1.6,,1
Heliothermy,Heating,EV19,40,18.6,18.2,0,0,11.6157,11.6083,82.07,Evora,2,3.7,4.3,3.9,3,2.4,1.7,2.6,,1
Thigmothermy,Heating,PTB,160,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,5.9,2.9,3.7,4,4.9,9.3,3.8,,1
Thigmothermy,Heating,AY6,180,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,5,4.9,5.4,5.7,6.4,9.4,8.1,,1
Thigmothermy,Heating,PT1,180,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,7,4,3.8,4.2,4.8,9.4,6.1,,1
Heliothermy,Heating,PT1,40,18.3,18.3,0,0,11.5596,11.5235,77.16,Portimao,1,3.1,2.9,3.3,3.4,2.2,1.7,2.7,,1
Heliothermy,Heating,EV1,40,18.8,18.9,0.5,0,6.6861,6.6577,55.21,Evora,1,4.6,4.5,4,3.3,2.4,1.9,2.7,,1
Heliothermy,Heating,AY7,60,18.7,18.5,0,0,7.4611,7.4547,58.2,Ayamonte,1,5.1,5.4,3.9,3.8,3.5,2.3,2.7,,1
Thigmothermy,Heating,EV8,120,35.2,19.2,0,1,9.5652,9.2853,76.37,Evora,1,1.3,1.2,2.1,2.2,4.3,9.4,2.9,,1
Thigmothermy,Heating,AY18,200,35.1,18,1,0,7.667,7.6553,64.5,Ayamonte,2,3.6,3.7,4.9,5,,8.6,2.7,,1
Thigmothermy,Heating,PT18,160,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,2.5,1.3,2.4,2.6,4.6,9.5,3.9,,1
Heliothermy,Heating,PT14,40,19.1,19,0,0,7.78,7.763,70.07,Portimao,3,1.8,2.3,3.5,4.7,1.2,0.7,2.8,,1
Heliothermy,Heating,EV8,40,18.8,18.7,0.5,1,9.4573,9.3479,76.37,Evora,3,3.3,3.9,4.6,4.8,3,3,2.8,,1
Heliothermy,Heating,AY19,40,19,18.8,0,1,10.7872,10.7318,77.85,Ayamonte,3,3.6,1.5,1.4,4.5,2.9,3.4,2.8,,1
Thigmothermy,Heating,PTB,80,35.4,19.3,0,0,11.7068,11.6489,78.17,Portimao,1,4.1,1.6,1.4,1.6,2.1,9.5,1.8,,1
Thigmothermy,Heating,TV14,120,35.1,18.7,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,6.4,3.7,4.1,3.3,5.6,9.5,3.1,,1
Thigmothermy,Heating,EV17,140,35.2,18.3,0,0,10.4821,10.4698,73.58,Evora,2,6,3.6,3.8,4.1,6.1,9.5,4.2,,1
Heliothermy,Heating,EV12,40,18.5,18.3,0.5,1,9.6967,9.6624,64.66,Evora,1,3.7,3.4,3.8,3.5,2.5,1.8,2.9,,1
Heliothermy,Heating,AY6,20,19.1,18.8,0,0,7.0416,7.0309,58.2,Ayamonte,3,1.2,1.3,1.5,2.1,2.4,1.9,2.9,,1
Heliothermy,Heating,TV13,40,18.8,19.1,0,0,6.3713,6.366,72.67,Torres Vedras,1,3.9,3.6,4.4,4,3.8,3.8,2.9,,1
Thigmothermy,Heating,AY19,100,34.9,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,3.8,1.2,1.2,1.5,4,9.6,1.4,,1
Thigmothermy,Heating,EV8,140,35.2,19.2,0,1,9.5652,9.2853,76.37,Evora,1,1.4,1.6,2.6,2.8,5,9.7,3.5,,1
Thigmothermy,Heating,TV10,140,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,7.7,4.6,5.1,4.6,8.2,9.7,7.1,,1
Thigmothermy,Heating,PT18,180,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,2.8,1.8,3,3.2,5.2,9.8,4.4,,1
Heliothermy,Heating,PTB,40,18.8,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,4.3,3.8,3.1,3,3.5,,2.9,,1
Thigmothermy,Heating,PTB,140,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,5.6,2.8,2.9,3.5,4.2,9.8,3.2,,1
Thigmothermy,Heating,PTA,80,34.9,19.1,0,0,7.4231,7.4134,68.14,Portimao,2,1.9,1.5,1.9,1.5,4.8,9.9,3,,1
Heliothermy,Heating,TV14,40,18.4,18.5,0.5,0,7.918,7.905,68.75,Torres Vedras,1,4.7,3.1,3.4,2.8,2.3,3.2,3.1,,1
Thigmothermy,Heating,EV19,80,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,5.7,1,1.1,1.3,4.8,9.9,2.4,,1
Thigmothermy,Heating,TV14,140,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,6.9,4.5,4.9,4.1,6.4,9.9,3.9,,1
Thigmothermy,Heating,TV10,160,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,7.8,5.1,5.7,5.2,8.8,10,7.7,,1
Heliothermy,Heating,TV16,40,18.9,18.6,0,0,6.6971,6.6916,64.02,Torres Vedras,1,1.8,2.2,2.7,2.8,2.4,1.2,3.2,,1
Heliothermy,Heating,AY21,40,19.3,18.9,0,1,7.657,7.6124,64.65,Ayamonte,3,1.8,2.7,2.3,4.9,3,1.9,3.2,,1
Heliothermy,Heating,EV19,60,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,4.6,5.7,5.2,4,3.1,2.2,3.2,,1
Thigmothermy,Heating,EV17,160,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,6.3,4.2,4.5,4.8,6.7,10,4.9,,1
Thigmothermy,Heating,EV12,200,35,19,1,1,9.6202,9.6072,64.66,Evora,2,2.6,2,1.5,1.5,3.2,12.3,3.2,,1
Thigmothermy,Heating,PTB,180,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,6.2,3.6,4.4,4.5,5.2,10,4.4,,1
Thigmothermy,Heating,TV13,80,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,6,2.2,2.1,1.9,4.3,10,3.7,,1
Thigmothermy,Heating,AY19,120,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,4.3,1.8,1.8,2.1,4.8,10,1.9,,1
Thigmothermy,Heating,AY18,220,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,4.1,4.1,5.1,5.2,,9.4,3.3,,1
Heliothermy,Heating,PT1,60,18.3,18.3,0,0,11.5596,11.5235,77.16,Portimao,1,4.5,4,4.4,4.3,2.9,2,3.4,,1
Heliothermy,Heating,AY7,80,18.7,18.5,0,0,7.4611,7.4547,58.2,Ayamonte,1,6.1,6.3,4.6,4.8,4.3,2.7,3.4,,1
Thigmothermy,Heating,TV10,180,35.4,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,8.1,5.5,6.2,5.7,9.2,10.1,8,,1
Thigmothermy,Heating,TV2,200,34.9,19.3,0,0,12.0906,12.0754,80.09,Torres Vedras,2,6,3.2,3.2,4.5,6.7,12.1,3.4,,1
Heliothermy,Heating,PT18,40,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,2,2.7,2.7,3.9,5,2.5,3.5,,1
Heliothermy,Heating,AY19,60,19,18.8,0,1,10.7872,10.7318,77.85,Ayamonte,3,4.6,2.1,1.8,6,3.6,4.2,3.5,,1
Thigmothermy,Heating,EV8,160,35.2,19.2,0,1,9.5652,9.2853,76.37,Evora,1,1.9,2.1,3.1,3.3,5.7,10.1,4.2,,1
Thigmothermy,Heating,TV14,160,35.2,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,7.2,5.2,5.6,4.7,7,10.2,4.7,,1
Thigmothermy,Heating,EV12,220,34.9,19,1,1,9.6202,9.6072,64.66,Evora,2,2.2,1.5,1.5,1.5,3.4,12.3,3.5,,1
Heliothermy,Heating,EV1,60,18.8,18.9,1,0,6.6861,6.6577,55.21,Evora,1,4.7,5.5,4.9,5.3,3.3,1.9,3.6,,1
Thigmothermy,Heating,PTB,120,35.4,19.3,0,0,11.7068,11.6489,78.17,Portimao,1,5.5,1.8,2.2,2.9,3.3,10.2,2.5,,1
Thigmothermy,Heating,EV1,160,35.4,18.9,0,0,6.5996,6.5846,55.21,Evora,1,,,3.3,3.8,6.8,10.3,4.8,,1
Thigmothermy,Heating,TV14,180,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,7.3,5.7,6.1,5.4,7.5,10.4,5.2,,1
Thigmothermy,Heating,AY19,200,34.9,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,5.7,3.7,3.8,4.4,7.3,11.4,3.6,,1
Thigmothermy,Heating,TV2,220,34.9,19.3,0,0,12.0906,12.0754,80.09,Torres Vedras,2,6.4,3.7,3.8,4.9,7.1,12.2,3.6,,1
Heliothermy,Heating,PTB,60,18.7,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,5.5,5.2,4,4.1,4.3,,3.6,,1
Heliothermy,Heating,PT14,60,19.1,19,0,0,7.78,7.763,70.07,Portimao,3,2.7,3.3,4.8,6.4,1.6,1,3.7,,1
Heliothermy,Heating,PTA,40,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,2.1,3.8,3.2,4.1,4,2.6,3.7,,1
Thigmothermy,Heating,EV17,180,35.1,18.3,0,0,10.4821,10.4698,73.58,Evora,2,6.7,4.9,5,5.3,7.3,10.4,5.3,,1
